eo_data,class,lon,lat,subset,start_date,end_date,eo_status,coord
Maize,7,37.1205477,-0.9306546,training,14/05/2020,14/05/2021,complete,"[0.97849399 0.01354099 0.69638294 0.75306108 0.0068394  0.79565075
 0.31699442 0.89083587 0.89392183 0.04267181]"
Maize,7,37.1192892,-0.9298269,training,15/05/2020,15/05/2021,complete,"[0.52462897 0.93212503 0.24603891 0.55612351 0.59435791 0.68824445
 0.04118668 0.80577123 0.31213126 0.89965902]"
Maize,7,37.1193517,-0.929206,training,16/05/2020,16/05/2021,complete,"[0.19924416 0.48888428 0.21685139 0.51846169 0.80693833 0.90411512
 0.04523988 0.15029186 0.74018468 0.75104236]"
Maize,7,37.122005,-0.929485,training,17/05/2020,17/05/2021,complete,"[0.19030803 0.30435949 0.28205034 0.32013047 0.92939805 0.05304238
 0.48613784 0.12449507 0.75951878 0.40893264]"
Maize,7,37.1227633,-0.9281505,training,18/05/2020,18/05/2021,complete,"[0.37311359 0.24216564 0.99463056 0.94354651 0.74473637 0.92561491
 0.04158013 0.45567954 0.66031534 0.69291133]"
Coffee,18,37.1227748,-0.9270025,training,19/05/2020,19/05/2021,complete,"[0.92997155 0.50741468 0.53394727 0.87613087 0.84960726 0.21571529
 0.47759086 0.84137745 0.62800784 0.91426188]"
Maize,7,37.12248752,-0.926208794,training,20/05/2020,20/05/2021,complete,"[0.08343254 0.06986271 0.09733207 0.92711919 0.25025044 0.65456546
 0.59723068 0.55378951 0.14787672 0.09926082]"
Maize,7,37.1174356,-0.8916905,training,21/05/2020,21/05/2021,complete,"[0.22314713 0.82942121 0.12560947 0.03243826 0.23609313 0.44858136
 0.81842598 0.33896828 0.14147139 0.72330895]"
Beans,12,37.1192714,-0.8922444,training,22/05/2020,22/05/2021,complete,"[0.56001121 0.59839242 0.15335875 0.29467882 0.20377568 0.32564678
 0.77675034 0.37938777 0.27979491 0.49483103]"
Maize,7,37.1179343,-0.8912495,training,23/05/2020,23/05/2021,complete,"[0.3836189  0.272058   0.67287044 0.80290811 0.73496518 0.13831735
 0.00239074 0.96726032 0.03175947 0.82214915]"
Bananas,20,37.097311,-0.905217,training,24/05/2020,24/05/2021,complete,"[4.19162758e-03 4.48582024e-01 7.31959617e-01 3.11762377e-01
 7.65671847e-01 5.77602549e-01 4.77055625e-02 3.85750257e-01
 8.41704353e-01 4.70777238e-04]"
Beans,12,37.0931606,-0.9047222,training,25/05/2020,25/05/2021,complete,"[0.83185041 0.71825984 0.85373614 0.3670763  0.82994613 0.78527647
 0.9048003  0.16415244 0.18616297 0.89784257]"
Maize,7,37.0983317,-0.908779,training,26/05/2020,26/05/2021,complete,"[0.43713764 0.08858115 0.44569065 0.06433715 0.92617357 0.95948022
 0.03832222 0.16914076 0.87958383 0.75428285]"
Maize,7,37.0978027,-0.9084326,training,27/05/2020,27/05/2021,complete,"[0.28189143 0.39288974 0.29735979 0.64608046 0.56935056 0.70513909
 0.95085211 0.21436811 0.34684169 0.83767647]"
Cassava,22,37.1128493,-0.9046099,training,28/05/2020,28/05/2021,complete,"[0.33895929 0.86493017 0.27983222 0.80330558 0.4451712  0.51261373
 0.87151825 0.82372188 0.96377357 0.35860408]"
Cassava,22,37.0975113,-0.9054392,training,29/05/2020,29/05/2021,complete,"[0.98834475 0.05242359 0.72673728 0.50719458 0.01643179 0.92583771
 0.5825337  0.9710132  0.16324084 0.73170084]"
Maize,7,37.1227443,-0.9264755,training,30/05/2020,30/05/2021,complete,"[0.35227973 0.42333087 0.33958664 0.81380812 0.051009   0.66014349
 0.64855213 0.19441447 0.69452473 0.91821041]"
Bananas,20,37.1226317,-0.9255986,training,31/05/2020,31/05/2021,complete,"[0.58161998 0.45843008 0.15067631 0.76151746 0.26042028 0.27522426
 0.01829501 0.86263356 0.41030196 0.52799128]"
Coffee,18,36.974648,-0.8939469,training,06/01/2020,06/01/2021,complete,"[0.84852966 0.83568965 0.37521259 0.92619575 0.28665247 0.65826926
 0.75200992 0.47042034 0.69521136 0.43082621]"
Maize,7,36.9708919,-0.8941972,training,06/02/2020,06/02/2021,complete,"[0.87471524 0.86445942 0.68196922 0.4804802  0.96165338 0.35206387
 0.8253679  0.48519165 0.3481974  0.01541931]"
Bananas,20,36.9650956,-0.8880332,training,06/03/2020,06/03/2021,complete,"[0.70016261 0.57182685 0.07370735 0.34642544 0.81262563 0.82877205
 0.34343285 0.58845943 0.44985996 0.16756168]"
Maize,7,36.9624354,-0.8758191,training,06/04/2020,06/04/2021,complete,"[0.78071998 0.28933241 0.42081588 0.41859141 0.29084343 0.36128236
 0.133795   0.63768084 0.01952592 0.22775086]"
Coffee,18,36.9517723,-0.8789038,training,06/05/2020,06/05/2021,complete,"[0.33477746 0.71854143 0.13282451 0.38965293 0.01364134 0.51635505
 0.66365764 0.15795039 0.31156729 0.335431  ]"
Maize,7,36.86686462,-0.822037816,training,06/06/2020,06/06/2021,complete,"[0.94445822 0.45877293 0.21851232 0.37590698 0.68599689 0.41787953
 0.60299136 0.34324229 0.77753403 0.27118559]"
Cabbage,27,36.8670401,-0.822056208,training,06/07/2020,06/07/2021,complete,"[0.16201619 0.30730792 0.20955624 0.32176858 0.50236534 0.71393462
 0.98072093 0.68792564 0.55850918 0.46169836]"
Maize,7,36.8673127,-0.8217643,training,06/08/2020,06/08/2021,complete,"[0.6572201  0.29857589 0.74125553 0.98433448 0.50680491 0.82234901
 0.63686571 0.90162932 0.5085462  0.94032179]"
Cabbage,27,36.8673113,-0.8217473,training,06/09/2020,06/09/2021,complete,"[0.29780308 0.90695751 0.19595951 0.07674103 0.81173877 0.65679847
 0.00711326 0.45456417 0.26844918 0.10013921]"
Avocado,8,36.867202,-0.8216335,training,06/10/2020,06/10/2021,complete,"[0.29818027 0.79524121 0.6367046  0.98605952 0.01141491 0.87315418
 0.39435949 0.16601293 0.31402812 0.00494701]"
Maize,7,36.8675652,-0.8217971,training,06/11/2020,06/11/2021,complete,"[0.35738474 0.16750204 0.29850021 0.54457404 0.93004356 0.07769465
 0.59660614 0.32671179 0.06994772 0.91645185]"
Potatoes,15,36.8675462,-0.8218831,training,06/12/2020,06/12/2021,complete,"[0.56331058 0.41862137 0.50784291 0.37249562 0.53249246 0.18648688
 0.23251546 0.39465114 0.83413936 0.29370506]"
Maize,7,36.87266361,-0.818692597,training,13/06/2020,13/06/2021,complete,"[0.13794609 0.42826069 0.26121428 0.86051964 0.69546458 0.41872623
 0.32076839 0.89410619 0.26839561 0.14515515]"
Maize,7,36.8728848,-0.8187309,training,14/06/2020,14/06/2021,complete,"[0.86642589 0.74968048 0.73634522 0.66708109 0.17290402 0.64244095
 0.18432546 0.54204505 0.55918895 0.96432108]"
Maize,7,36.90201325,-0.826886728,training,15/06/2020,15/06/2021,complete,"[0.54320095 0.95129424 0.02548807 0.98594016 0.78285869 0.3903332
 0.60014859 0.66072941 0.7184744  0.44116247]"
Maize,7,36.9018657,-0.8265307,training,16/06/2020,16/06/2021,complete,"[0.58976928 0.01261419 0.96581791 0.28124244 0.06023581 0.14507589
 0.50500423 0.99655576 0.34838983 0.07662117]"
Maize,7,36.9019551,-0.8264575,training,17/06/2020,17/06/2021,complete,"[0.31675701 0.66585393 0.19272946 0.64129462 0.01878385 0.77478875
 0.1649393  0.46048021 0.15465701 0.21534582]"
Maize,7,36.9021487,-0.8261334,training,18/06/2020,18/06/2021,complete,"[0.49882346 0.13384677 0.35654099 0.39498439 0.96784699 0.10588928
 0.62755168 0.98382242 0.26898298 0.78790419]"
Maize,7,36.8871666,-0.8211622,training,19/06/2020,19/06/2021,complete,"[0.90139224 0.9483557  0.47054624 0.53309217 0.46767942 0.29626912
 0.45352873 0.06691929 0.78956184 0.47583868]"
Maize,7,36.8730417,-0.8187665,training,20/06/2020,20/06/2021,complete,"[0.31008687 0.64571439 0.11611596 0.92514114 0.56966266 0.07182112
 0.10761694 0.37758107 0.62952275 0.85936772]"
Arrowroot,16,36.87338279,-0.818967092,training,21/06/2020,21/06/2021,complete,"[0.33572864 0.77722971 0.45326356 0.28380137 0.52033697 0.87680949
 0.75216863 0.94407706 0.16356028 0.53586167]"
Coffee,18,37.101262,-0.9530063,training,22/06/2020,22/06/2021,complete,"[0.08172348 0.1900107  0.04713959 0.39470175 0.37810748 0.34835222
 0.51912793 0.24756161 0.24209631 0.23937226]"
Avocado,8,36.94361045,-0.882668033,training,23/06/2020,23/06/2021,complete,"[8.96217866e-01 8.12275864e-01 7.77891262e-01 1.72480673e-01
 8.88518563e-01 2.76839618e-04 9.98279969e-01 8.42707394e-01
 6.05686652e-01 7.70195946e-01]"
Maize,7,36.87519326,-0.818783762,training,24/06/2020,24/06/2021,complete,"[0.176046   0.38333567 0.93426892 0.01385938 0.1547711  0.71735115
 0.31749276 0.05943367 0.88706474 0.57310601]"
Maize,7,36.87509687,-0.818940705,training,25/06/2020,25/06/2021,complete,"[0.77694411 0.3011239  0.62669323 0.29946866 0.23049757 0.27845323
 0.89764396 0.60568916 0.47513051 0.64066569]"
Avocado,8,36.87506321,-0.819047411,training,26/06/2020,26/06/2021,complete,"[0.53500509 0.48558665 0.55070554 0.71169193 0.60028951 0.8720709
 0.27659366 0.74471635 0.33829258 0.28629663]"
Mango,11,37.1011402,-0.9462366,training,27/06/2020,27/06/2021,complete,"[0.72964958 0.46389471 0.01904213 0.04983296 0.77138468 0.50725943
 0.500081   0.67404795 0.04533985 0.79432359]"
Avocado,8,36.93343308,-0.866075417,training,28/06/2020,28/06/2021,complete,"[0.18777828 0.77841486 0.32195535 0.34864084 0.93434428 0.57446557
 0.86673075 0.4328674  0.41265066 0.26825904]"
Coffee,18,36.9369247,-0.8725452,training,29/06/2020,29/06/2021,complete,"[0.06732947 0.36301398 0.74239287 0.13745889 0.33582947 0.04494617
 0.82466265 0.72374172 0.94801792 0.96017442]"
Avocado,8,36.9430274,-0.8796407,training,30/06/2020,30/06/2021,complete,"[0.14075078 0.88438563 0.74098672 0.04643923 0.22979442 0.50823485
 0.89238764 0.38882872 0.85401461 0.77912291]"
Bananas,20,37.1100717,-0.9408067,training,07/01/2020,07/01/2021,complete,"[0.21174702 0.95301878 0.04528767 0.95482145 0.24192391 0.24202849
 0.50955435 0.96753995 0.26945158 0.3939451 ]"
Maize,7,37.1162684,-0.9383446,training,07/02/2020,07/02/2021,complete,"[0.96785424 0.17606333 0.86657125 0.25988184 0.28085237 0.83471731
 0.76757372 0.040154   0.82817668 0.01857394]"
Maize,7,37.0139726,-0.9195036,training,07/03/2020,07/03/2021,complete,"[0.8554621  0.39001458 0.04606448 0.17196687 0.538063   0.61451573
 0.01844324 0.03225837 0.26260729 0.9299728 ]"
Maize,7,37.1162336,-0.9338437,training,07/04/2020,07/04/2021,complete,"[0.64619326 0.40966287 0.05547065 0.16408433 0.34774194 0.64701121
 0.47851151 0.17469288 0.71955811 0.92666358]"
Maize,7,37.1131107,-0.9300126,training,07/05/2020,07/05/2021,complete,"[0.0670383  0.69224038 0.61055182 0.73708297 0.25476296 0.62077545
 0.93299224 0.79706982 0.64339702 0.07028135]"
Maize,7,37.1122495,-0.9287508,training,07/06/2020,07/06/2021,complete,"[0.12156659 0.1814286  0.80299559 0.33564436 0.45128147 0.61797537
 0.09550638 0.98564479 0.40204386 0.78594865]"
Maize,7,37.1105654,-0.9267875,training,07/07/2020,07/07/2021,complete,"[0.90642921 0.31885641 0.50635    0.34474601 0.6823889  0.93368484
 0.83059203 0.65875016 0.13087185 0.58541962]"
Maize,7,37.109208,-0.9238932,training,07/08/2020,07/08/2021,complete,"[0.08619575 0.05934114 0.1980857  0.86352064 0.38015018 0.37617432
 0.0971358  0.67318424 0.11216645 0.88221938]"
Maize,7,37.0871527,-0.9325604,training,07/09/2020,07/09/2021,complete,"[0.44318266 0.54018867 0.71307801 0.51584017 0.61407341 0.17747982
 0.32484205 0.86152615 0.23109893 0.73119583]"
Coffee,18,37.0873339,-0.9320475,training,07/10/2020,07/10/2021,complete,"[0.0102909  0.78770239 0.44703247 0.59461024 0.56807379 0.24526856
 0.25730977 0.9367444  0.54651229 0.86153046]"
Maize,7,37.092517,-0.9308478,training,07/11/2020,07/11/2021,complete,"[0.49290632 0.89311128 0.33146562 0.28252347 0.09694508 0.03801619
 0.24017849 0.60097648 0.97712069 0.42098562]"
Maize,7,37.09784311,-0.936384406,training,07/12/2020,07/12/2021,complete,"[0.20780607 0.5159296  0.04506098 0.77153525 0.05723199 0.64016584
 0.59087996 0.42186032 0.99426743 0.99806871]"
Coffee,18,37.10126354,-0.939962194,training,13/07/2020,13/07/2021,complete,"[3.91063371e-02 1.59227157e-04 6.35826241e-01 4.38192763e-02
 1.48421548e-01 2.76354849e-01 6.21005062e-01 6.94351992e-01
 9.28633690e-01 7.57000437e-01]"
Maize,7,37.0630597,-0.8758208,training,14/07/2020,14/07/2021,complete,"[0.08265435 0.48888591 0.76535217 0.44830216 0.58220583 0.64847422
 0.27242709 0.26693626 0.0959833  0.62630592]"
Maize,7,37.0995611,-0.8895957,training,15/07/2020,15/07/2021,complete,"[0.9908741  0.51861293 0.9885734  0.14254116 0.73734733 0.23447603
 0.1027554  0.86460925 0.60968763 0.12942042]"
Maize,7,37.1200129,-0.8931709,training,16/07/2020,16/07/2021,complete,"[0.42478188 0.92555078 0.34529148 0.67406905 0.4817259  0.08756481
 0.81512242 0.45419917 0.24868642 0.94948774]"
Maize,7,37.0066362,-0.9186338,training,17/07/2020,17/07/2021,complete,"[0.60686426 0.7591329  0.48012495 0.49952714 0.0033636  0.85250879
 0.7233606  0.26081474 0.94077477 0.15594418]"
Maize,7,37.0102927,-0.9190735,training,18/07/2020,18/07/2021,complete,"[0.19544627 0.27003186 0.8450357  0.08927698 0.34772727 0.59378078
 0.28600878 0.86436552 0.29842646 0.73411081]"
Maize,7,37.0140588,-0.9194722,training,19/07/2020,19/07/2021,complete,"[0.95401461 0.16758014 0.0693717  0.92561604 0.24295273 0.15596531
 0.59958352 0.94152564 0.91308921 0.48779331]"
Maize,7,37.0172476,-0.9207422,training,20/07/2020,20/07/2021,complete,"[0.04587663 0.24355473 0.75657577 0.03829223 0.27779288 0.0970358
 0.32643726 0.50959387 0.71384802 0.02483255]"
Maize,7,37.0259533,-0.9275214,training,21/07/2020,21/07/2021,complete,"[0.5134365  0.43525097 0.05511225 0.93837948 0.14132092 0.67725258
 0.97121189 0.22813502 0.58471548 0.87732627]"
Maize,7,37.0303098,-0.9313049,training,22/07/2020,22/07/2021,complete,"[0.30432901 0.9375155  0.24242973 0.62893077 0.81815521 0.25697424
 0.78368496 0.93363556 0.91114907 0.82130057]"
Maize,7,37.0338996,-0.9418663,training,23/07/2020,23/07/2021,complete,"[0.16943492 0.89303824 0.23723415 0.68136502 0.04092418 0.23128422
 0.67481685 0.78749929 0.7921324  0.72212265]"
Maize,7,37.0322924,-0.9431612,training,24/07/2020,24/07/2021,complete,"[0.82747667 0.79946433 0.74926224 0.06102193 0.81736075 0.00114995
 0.24525529 0.97959496 0.05960955 0.22355293]"
Kales,28,37.0330791,-0.9459905,training,25/07/2020,25/07/2021,complete,"[0.73118109 0.56465189 0.62031192 0.45501681 0.72167082 0.26553938
 0.18545384 0.10969154 0.42743475 0.09357833]"
Arrowroot,16,37.0331068,-0.9459922,training,26/07/2020,26/07/2021,complete,"[0.12666281 0.86421317 0.43854122 0.64579118 0.16148962 0.57999592
 0.1402274  0.12549759 0.38692515 0.7043535 ]"
Arrowroot,16,37.0335517,-0.9463285,training,27/07/2020,27/07/2021,complete,"[0.54428406 0.7445716  0.98301723 0.32263806 0.16893247 0.5037667
 0.35135959 0.95835046 0.36744004 0.84480698]"
Maize,7,37.0333949,-0.9462899,training,28/07/2020,28/07/2021,complete,"[0.09352454 0.1442748  0.40016836 0.92513727 0.32630916 0.60265778
 0.99551305 0.63595419 0.76888299 0.892563  ]"
Maize,7,37.0348538,-0.953944,training,29/07/2020,29/07/2021,complete,"[0.42450243 0.33210783 0.39904988 0.88970511 0.84242949 0.65139696
 0.04338182 0.04127785 0.38191857 0.50688731]"
Maize,7,37.034612,-0.9575636,training,30/07/2020,30/07/2021,complete,"[0.4893889  0.26066003 0.40692284 0.42149017 0.75144172 0.98559567
 0.46764029 0.1764648  0.87685746 0.93938323]"
Maize,7,37.0402726,-0.9556908,training,31/07/2020,31/07/2021,complete,"[0.58560897 0.2573521  0.82810849 0.94697207 0.6656536  0.28551729
 0.22382689 0.75974633 0.84467398 0.36596315]"
Maize,7,37.0355753,-0.9522418,training,08/01/2020,08/01/2021,complete,"[0.8221828  0.01445796 0.33416177 0.49006363 0.79568923 0.63591114
 0.62126575 0.33503784 0.13858652 0.19657259]"
Coffee,18,36.95611565,-0.716184753,training,08/02/2020,08/02/2021,complete,"[0.05398484 0.66212024 0.37721592 0.52320335 0.60804753 0.18352448
 0.58271481 0.85208712 0.15473582 0.71125612]"
Potatoes,15,36.95434272,-0.717748703,training,08/03/2020,08/03/2021,complete,"[0.73998438 0.89297169 0.80040353 0.5463544  0.17216685 0.61324943
 0.3424875  0.3233337  0.15681812 0.61540911]"
Coffee,18,36.95415921,-0.720711253,training,08/04/2020,08/04/2021,complete,"[0.17584347 0.55239833 0.94055223 0.33191671 0.9753594  0.08768076
 0.88898737 0.98798683 0.38925073 0.76526321]"
Maize,7,36.8645484,-0.6992034,training,08/05/2020,08/05/2021,complete,"[0.69746126 0.42472807 0.22356385 0.93453816 0.88972079 0.4141486
 0.08043008 0.02063332 0.68890471 0.17441088]"
Cassava,22,36.95148393,-0.710035813,training,08/06/2020,08/06/2021,complete,"[0.26600521 0.61453756 0.19713177 0.5180444  0.86605995 0.88806327
 0.47246448 0.05038786 0.24901653 0.82116294]"
Maize,7,36.95148393,-0.710035813,training,08/07/2020,08/07/2021,complete,"[0.22837145 0.84426063 0.57157137 0.73964484 0.58735355 0.1623285
 0.21777279 0.78517517 0.18791228 0.92726629]"
Coffee,18,36.94220121,-0.710496936,training,08/08/2020,08/08/2021,complete,"[0.81444463 0.21156905 0.18959785 0.70045715 0.32882746 0.78639406
 0.82274205 0.19389103 0.35835645 0.16193131]"
Tea,29,36.93798777,-0.708204704,training,08/09/2020,08/09/2021,complete,"[0.57981928 0.68168827 0.40473266 0.4880975  0.55165391 0.75947923
 0.06772881 0.74254793 0.11749686 0.05672848]"
Maize,7,36.938318,-0.709083,training,08/10/2020,08/10/2021,complete,"[0.80503455 0.51253684 0.88101155 0.31052597 0.90290455 0.01341501
 0.04604014 0.06207991 0.0471258  0.22391285]"
Tea,29,36.9290872,-0.7145111,training,08/11/2020,08/11/2021,complete,"[0.87174528 0.91495539 0.5447277  0.05155653 0.80546405 0.23169403
 0.36569732 0.22877269 0.02212307 0.40514668]"
Potatoes,15,36.9297169,-0.715385704,training,08/12/2020,08/12/2021,complete,"[0.36665337 0.27368502 0.75413844 0.25633322 0.89276885 0.44563654
 0.10844615 0.12745177 0.79786443 0.72888137]"
Maize,7,36.91905882,-0.679596921,training,13/08/2020,13/08/2021,complete,"[0.52908636 0.72989586 0.66795024 0.18559595 0.32189077 0.28353751
 0.39589302 0.68024814 0.71818518 0.34043275]"
Maize,7,36.91826943,-0.680260979,training,14/08/2020,14/08/2021,complete,"[0.09012663 0.14577478 0.03646561 0.5907154  0.18552183 0.35761821
 0.73139584 0.63691106 0.60194939 0.89803155]"
Maize,7,36.9898995,-0.6786096,training,15/08/2020,15/08/2021,complete,"[0.46537788 0.86464389 0.15036086 0.28567801 0.57257571 0.9081187
 0.7920569  0.37303839 0.69835658 0.10041301]"
Maize,7,36.9899017,-0.6785762,training,16/08/2020,16/08/2021,complete,"[0.28997289 0.29803797 0.52132895 0.08625554 0.55162774 0.54207873
 0.2703     0.68777286 0.1568884  0.28343074]"
Maize,7,36.9122193,-0.6793775,training,17/08/2020,17/08/2021,complete,"[0.06414041 0.99629364 0.39551054 0.2657081  0.7874746  0.64950302
 0.4971589  0.84006704 0.85473499 0.36083619]"
Coffee,18,36.9899409,-0.6784946,training,18/08/2020,18/08/2021,complete,"[0.70708913 0.0345298  0.04890751 0.80361467 0.36573518 0.2142365
 0.11274487 0.41881992 0.46551081 0.10426676]"
Coffee,18,36.9886643,-0.6804516,training,19/08/2020,19/08/2021,complete,"[0.89231229 0.61330622 0.56196495 0.94431521 0.58810543 0.52835279
 0.76530372 0.63636349 0.9226094  0.74311624]"
Maize,7,36.9888606,-0.681518,training,20/08/2020,20/08/2021,complete,"[0.85702024 0.91488672 0.80176667 0.46480889 0.30482559 0.6504806
 0.52974619 0.5269834  0.27655945 0.23747184]"
Coffee,18,36.9888613,-0.6815357,training,21/08/2020,21/08/2021,complete,"[0.09423029 0.6416441  0.67736085 0.77446785 0.57073948 0.15332443
 0.15571116 0.9269818  0.30144492 0.83336758]"
Coffee,18,36.9888544,-0.6815388,training,22/08/2020,22/08/2021,complete,"[0.3390773  0.22202355 0.68671852 0.81440935 0.7233784  0.76922532
 0.51990414 0.8051308  0.21991591 0.33188006]"
Beans,12,36.9901411,-0.6820012,training,23/08/2020,23/08/2021,complete,"[0.33981561 0.25300926 0.63541122 0.89530142 0.86513268 0.22606097
 0.17068127 0.46005789 0.36722796 0.11025277]"
Maize,7,36.98999084,-0.682256277,training,24/08/2020,24/08/2021,complete,"[0.94285514 0.41407353 0.64157356 0.36457198 0.27508714 0.61237194
 0.14760824 0.24818111 0.26259787 0.25512144]"
Beans,12,36.9899805,-0.68231032,training,25/08/2020,25/08/2021,complete,"[0.57313185 0.4481075  0.39020639 0.70838659 0.37902524 0.66678876
 0.30102315 0.37512926 0.18017437 0.8613922 ]"
Beans,12,36.90505627,-0.68238708,training,26/08/2020,26/08/2021,complete,"[0.4556585  0.51404837 0.05418902 0.51075462 0.47847269 0.50653816
 0.00435832 0.16493152 0.74381701 0.86095799]"
Maize,7,36.901495,-0.6811323,training,27/08/2020,27/08/2021,complete,"[0.90171087 0.11449984 0.46097981 0.76644118 0.77251305 0.55015298
 0.60847262 0.13839796 0.17220942 0.12759525]"
